emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@nadirasusilo yg aku ngga liburan kena juga... PSBB tp kasus tetap tinggi... jln terbaik seperti kata pakde berdamai dengan covid 19... mungkin artinya membiasakan diri dengn berita2 covid,yg aku ngga liburan kena juga... PSBB tp kasus tetap tinggi... jln terbaik seperti kata pakde berdamai dengan covid 19... mungkin artinya membiasakan diri dengn berita2 covid,yg aku ngga liburan kena juga... PSBB tp kasus tetap tinggi... jln terbaik seperti kata pakde berdamai dengan covid 19... mungkin artinya membiasakan diri dengn berita2 covid,yg aku ngga liburan kena juga psbb tp kasus tetap tinggi jln terbaik seperti kata pakde berdamai dengan covid   mungkin artinya membiasakan diri dengn berita  covid,"['yg', 'aku', 'ngga', 'liburan', 'kena', 'juga', 'psbb', 'tp', 'kasus', 'tetap', 'tinggi', 'jln', 'terbaik', 'seperti', 'kata', 'pakde', 'berdamai', 'dengan', 'covid', 'mungkin', 'artinya', 'membiasakan', 'diri', 'dengn', 'berita', 'covid']","['yg', 'aku', 'ngga', 'liburan', 'kena', 'juga', 'psbb', 'tp', 'kasus', 'tetap', 'tinggi', 'jln', 'terbaik', 'seperti', 'kata', 'pakde', 'berdamai', 'dengan', 'covid', 'mungkin', 'artinya', 'membiasakan', 'diri', 'dengn', 'berita', 'covid']","['yg', 'aku', 'ngga', 'libur', 'kena', 'juga', 'psbb', 'tp', 'kasus', 'tetap', 'tinggi', 'jln', 'baik', 'seperti', 'kata', 'pakde', 'damai', 'dengan', 'covid', 'mungkin', 'arti', 'biasa', 'diri', 'dengn', 'berita', 'covid']","['ngga', 'libur', 'pakde', 'damai', 'covid', 'dengn', 'berita', 'covid']",ngga libur pakde damai covid dengn berita covid,positif
"Iseng lewat malioboro sendirian sebelum diberlakukan PSBB gimana keadaannya.  Dan taraa, kita lihat minggu depan jam segini dijogja ..  https://t.co/TPPO7QDToi","Iseng lewat malioboro sendirian sebelum diberlakukan PSBB gimana keadaannya. Dan taraa, kita lihat minggu depan jam segini dijogja .. https //t.co/TPPO7QDToi","Iseng lewat malioboro sendirian sebelum diberlakukan PSBB gimana keadaannya. Dan taraa, kita lihat minggu depan jam segini dijogja .. https //t.co/TPPO7QDToi",iseng lewat malioboro sendirian sebelum diberlakukan psbb gimana keadaannya dan taraa kita lihat minggu depan jam segini dijogja    tcotppo qdtoi,"['iseng', 'lewat', 'malioboro', 'sendirian', 'sebelum', 'diberlakukan', 'psbb', 'gimana', 'keadaannya', 'dan', 'taraa', 'kita', 'lihat', 'minggu', 'depan', 'jam', 'segini', 'dijogja', 'tcotppo', 'qdtoi']","['iseng', 'lewat', 'malioboro', 'sendirian', 'sebelum', 'diberlakukan', 'psbb', 'gimana', 'keadaannya', 'dan', 'taraa', 'kita', 'lihat', 'minggu', 'depan', 'jam', 'segini', 'dijogja', 'tcotppo', 'qdtoi']","['iseng', 'lewat', 'malioboro', 'sendiri', 'belum', 'laku', 'psbb', 'gimana', 'ada', 'dan', 'taraa', 'kita', 'lihat', 'minggu', 'depan', 'jam', 'gin', 'dijogja', 'tcotppo', 'qdtoi']","['iseng', 'malioboro', 'taraa', 'dijogja', 'tcotppo', 'qdtoi']",iseng malioboro taraa dijogja tcotppo qdtoi,positif
"Krn psbb lagi dan wfh lagi ku memutuskan buat on rp lagi, t-tapi.....kemana perginya mutual ku🥺😭//","Krn psbb lagi dan wfh lagi ku memutuskan buat on rp lagi, t-tapi.....kemana perginya mutual ku pleading_face loudly_crying_face //","Krn psbb lagi dan wfh lagi ku memutuskan buat on rp lagi, t-tapi.....kemana perginya mutual ku memohon wajah loudly_Wajah menangis //",krn psbb lagi dan wfh lagi ku memutuskan buat on rp lagi ttapikemana perginya mutual ku memohon wajah loudlywajah menangis ,"['krn', 'psbb', 'lagi', 'dan', 'wfh', 'lagi', 'ku', 'memutuskan', 'buat', 'on', 'rp', 'lagi', 'ttapikemana', 'perginya', 'mutual', 'ku', 'memohon', 'wajah', 'loudlywajah', 'menangis']","['karena', 'psbb', 'lagi', 'dan', 'wfh', 'lagi', 'ku', 'memutuskan', 'buat', 'on', 'rp', 'lagi', 'ttapikemana', 'perginya', 'mutual', 'ku', 'memohon', 'wajah', 'loudlywajah', 'menangis']","['karena', 'psbb', 'lagi', 'dan', 'wfh', 'lagi', 'ku', 'putus', 'buat', 'on', 'rp', 'lagi', 'ttapikemana', 'pergi', 'mutual', 'ku', 'mohon', 'wajah', 'loudlywajah', 'menang']","['wfh', 'ku', 'putus', 'rp', 'ttapikemana', 'pergi', 'mutual', 'ku', 'loudlywajah', 'menang']",wfh ku putus rp ttapikemana pergi mutual ku loudlywajah menang,negatif
"@detiksport Gak boleh kumpul"".. psbb","Gak boleh kumpul"".. psbb","Gak boleh kumpul"".. psbb",gak boleh kumpul psbb,"['gak', 'boleh', 'kumpul', 'psbb']","['gak', 'boleh', 'kumpul', 'psbb']","['gak', 'boleh', 'kumpul', 'psbb']",['kumpul'],kumpul,positif
PSBB diganti PPKM apa bedanya ?   Pembatasan Sosial Berskala Besar (PSBB) &amp;  Penerapan Pembatasan Kegiatan Masyarakat (PPKM) Kynya intinya bukan lock down tapi mirip  Semi lock down cuma beda istilah ...dah gitu ajah...Smg Covid-19 grafiknya turun kita lihat 15 hari ke depan deh,PSBB diganti PPKM apa bedanya ? Pembatasan Sosial Berskala Besar (PSBB) &amp; Penerapan Pembatasan Kegiatan Masyarakat (PPKM) Kynya intinya bukan lock down tapi mirip Semi lock down cuma beda istilah ...dah gitu ajah...Smg Covid-19 grafiknya turun kita lihat 15 hari ke depan deh,PSBB diganti PPKM apa bedanya ? Pembatasan Sosial Berskala Besar (PSBB) &amp; Penerapan Pembatasan Kegiatan Masyarakat (PPKM) Kynya intinya bukan lock down tapi mirip Semi lock down cuma beda istilah ...dah gitu ajah...Smg Covid-19 grafiknya turun kita lihat 15 hari ke depan deh,psbb diganti ppkm apa bedanya  pembatasan sosial berskala besar psbb amp penerapan pembatasan kegiatan masyarakat ppkm kynya intinya bukan lock down tapi mirip semi lock down cuma beda istilah dah gitu ajahsmg covid  grafiknya turun kita lihat   hari ke depan deh,"['psbb', 'diganti', 'ppkm', 'apa', 'bedanya', 'pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'amp', 'penerapan', 'pembatasan', 'kegiatan', 'masyarakat', 'ppkm', 'kynya', 'intinya', 'bukan', 'lock', 'down', 'tapi', 'mirip', 'semi', 'lock', 'down', 'cuma', 'beda', 'istilah', 'dah', 'gitu', 'ajahsmg', 'covid', 'grafiknya', 'turun', 'kita', 'lihat', 'hari', 'ke', 'depan', 'deh']","['psbb', 'diganti', 'ppkm', 'apa', 'bedanya', 'pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'amp', 'penerapan', 'pembatasan', 'kegiatan', 'masyarakat', 'ppkm', 'kynya', 'intinya', 'bukan', 'lock', 'down', 'tapi', 'mirip', 'semi', 'lock', 'down', 'cuma', 'beda', 'istilah', 'dah', 'gitu', 'ajahsmg', 'covid', 'grafiknya', 'turun', 'kita', 'lihat', 'hari', 'ke', 'depan', 'deh']","['psbb', 'ganti', 'ppkm', 'apa', 'beda', 'batas', 'sosial', 'skala', 'besar', 'psbb', 'amp', 'terap', 'batas', 'giat', 'masyarakat', 'ppkm', 'kynya', 'inti', 'bukan', 'lock', 'down', 'tapi', 'mirip', 'semi', 'lock', 'down', 'cuma', 'beda', 'istilah', 'dah', 'gitu', 'ajahsmg', 'covid', 'grafik', 'turun', 'kita', 'lihat', 'hari', 'ke', 'depan', 'deh']","['ganti', 'beda', 'batas', 'sosial', 'skala', 'terap', 'batas', 'giat', 'masyarakat', 'kynya', 'inti', 'lock', 'down', 'semi', 'lock', 'down', 'beda', 'istilah', 'ajahsmg', 'covid', 'grafik', 'turun']",ganti beda batas sosial skala terap batas giat masyarakat kynya inti lock down semi lock down beda istilah ajahsmg covid grafik turun,positif
"Rencana liburan - naik kereta harus rapid antigen - PSBB - libur semester ±20hari = batal semua rencana liburan woii. Sedih banget sedih tapi gapapa semoga keadaannya cepet pulih kembali kaya dulu, dah kangen banget. Dah pengen kuliah offline jga😭","Rencana liburan - naik kereta harus rapid antigen - PSBB - libur semester ±20hari = batal semua rencana liburan woii. Sedih banget sedih tapi gapapa semoga keadaannya cepet pulih kembali kaya dulu, dah kangen banget. Dah pengen kuliah offline jga loudly_crying_face","Rencana liburan - naik kereta harus rapid antigen - PSBB - libur semester ±20hari = batal semua rencana liburan woii. Sedih banget sedih tapi gapapa semoga keadaannya cepet pulih kembali kaya dulu, dah kangen banget. Dah pengen kuliah offline jga loudly_Wajah menangis",rencana liburan  naik kereta harus rapid antigen  psbb  libur semester  hari  batal semua rencana liburan woii sedih banget sedih tapi gapapa semoga keadaannya cepet pulih kembali kaya dulu dah kangen banget dah pengen kuliah offline jga loudlywajah menangis,"['rencana', 'liburan', 'naik', 'kereta', 'harus', 'rapid', 'antigen', 'psbb', 'libur', 'semester', 'hari', 'batal', 'semua', 'rencana', 'liburan', 'woii', 'sedih', 'banget', 'sedih', 'tapi', 'gapapa', 'semoga', 'keadaannya', 'cepet', 'pulih', 'kembali', 'kaya', 'dulu', 'dah', 'kangen', 'banget', 'dah', 'pengen', 'kuliah', 'offline', 'jga', 'loudlywajah', 'menangis']","['rencana', 'liburan', 'naik', 'kereta', 'harus', 'rapid', 'antigen', 'psbb', 'libur', 'semester', 'hari', 'batal', 'semua', 'rencana', 'liburan', 'woii', 'sedih', 'banget', 'sedih', 'tapi', 'gapapa', 'semoga', 'keadaannya', 'cepet', 'pulih', 'kembali', 'kaya', 'dulu', 'dah', 'kangen', 'banget', 'dah', 'pengen', 'kuliah', 'offline', 'jga', 'loudlywajah', 'menangis']","['rencana', 'libur', 'naik', 'kereta', 'harus', 'rapid', 'antigen', 'psbb', 'libur', 'semester', 'hari', 'batal', 'semua', 'rencana', 'libur', 'woii', 'sedih', 'banget', 'sedih', 'tapi', 'gapapa', 'moga', 'ada', 'cepet', 'pulih', 'kembali', 'kaya', 'dulu', 'dah', 'kangen', 'banget', 'dah', 'ken', 'kuliah', 'offline', 'jga', 'loudlywajah', 'menang']","['rencana', 'libur', 'kereta', 'rapid', 'antigen', 'libur', 'semester', 'batal', 'rencana', 'libur', 'sedih', 'banget', 'sedih', 'gapapa', 'cepet', 'pulih', 'kaya', 'kangen', 'banget', 'kuliah', 'offline', 'jga', 'loudlywajah', 'menang']",rencana libur kereta rapid antigen libur semester batal rencana libur sedih banget sedih gapapa cepet pulih kaya kangen banget kuliah offline jga loudlywajah menang,negatif
"@RifaQ82550164 Gara² psbb dulu, oga candu masak pada masanya sedih","Gara² psbb dulu, oga candu masak pada masanya sedih","Gara² psbb dulu, oga candu masak pada masanya sedih",gara psbb dulu oga candu masak pada masanya sedih,"['gara', 'psbb', 'dulu', 'oga', 'candu', 'masak', 'pada', 'masanya', 'sedih']","['gara', 'psbb', 'dulu', 'oga', 'candu', 'masak', 'pada', 'masanya', 'sedih']","['gara', 'psbb', 'dulu', 'oga', 'candu', 'masak', 'pada', 'masa', 'sedih']","['gara', 'oga', 'candu', 'masak', 'sedih']",gara oga candu masak sedih,negatif
"Respect sih ngejelasin kondisi di Jakarta clear banget, juga fokusnya buat mencari solusi (libur akan berdampak naik jadi harus siapin tempat isolasi + psbb untuk bantu menahan) ketimbang nyalah-nyalahin pihak tertentu  https://t.co/z5zv8uSqfq","Respect sih ngejelasin kondisi di Jakarta clear banget, juga fokusnya buat mencari solusi (libur akan berdampak naik jadi harus siapin tempat isolasi + psbb untuk bantu menahan) ketimbang nyalah-nyalahin pihak tertentu https //t.co/z5zv8uSqfq","Respect sih ngejelasin kondisi di Jakarta clear banget, juga fokusnya buat mencari solusi (libur akan berdampak naik jadi harus siapin tempat isolasi + psbb untuk bantu menahan) ketimbang nyalah-nyalahin pihak tertentu https //t.co/z5zv8uSqfq",respect sih ngejelasin kondisi di jakarta clear banget juga fokusnya buat mencari solusi libur akan berdampak naik jadi harus siapin tempat isolasi  psbb untuk bantu menahan ketimbang nyalahnyalahin pihak tertentu   tcoz zv usqfq,"['respect', 'sih', 'ngejelasin', 'kondisi', 'di', 'jakarta', 'clear', 'banget', 'juga', 'fokusnya', 'buat', 'mencari', 'solusi', 'libur', 'akan', 'berdampak', 'naik', 'jadi', 'harus', 'siapin', 'tempat', 'isolasi', 'psbb', 'untuk', 'bantu', 'menahan', 'ketimbang', 'nyalahnyalahin', 'pihak', 'tertentu', 'tcoz', 'zv', 'usqfq']","['respect', 'sih', 'ngejelasin', 'kondisi', 'di', 'jakarta', 'clear', 'banget', 'juga', 'fokusnya', 'buat', 'mencari', 'solusi', 'libur', 'akan', 'berdampak', 'naik', 'jadi', 'harus', 'siapin', 'tempat', 'isolasi', 'psbb', 'untuk', 'bantu', 'menahan', 'ketimbang', 'nyalahnyalahin', 'pihak', 'tertentu', 'tcoz', 'zv', 'usqfq']","['respect', 'sih', 'ngejelasin', 'kondisi', 'di', 'jakarta', 'clear', 'banget', 'juga', 'fokus', 'buat', 'cari', 'solusi', 'libur', 'akan', 'dampak', 'naik', 'jadi', 'harus', 'siapin', 'tempat', 'isolasi', 'psbb', 'untuk', 'bantu', 'tahan', 'ketimbang', 'nyalahnyalahin', 'pihak', 'tentu', 'tcoz', 'zv', 'usqfq']","['respect', 'ngejelasin', 'jakarta', 'clear', 'banget', 'fokus', 'cari', 'solusi', 'libur', 'dampak', 'siapin', 'isolasi', 'bantu', 'tahan', 'ketimbang', 'nyalahnyalahin', 'tcoz', 'zv', 'usqfq']",respect ngejelasin jakarta clear banget fokus cari solusi libur dampak siapin isolasi bantu tahan ketimbang nyalahnyalahin tcoz zv usqfq,positif
"Assalamualaikum Wr Wb, Selamat Pagi sedulur,  📝 PSBB diganti PPKM (Program Pembatasan Kegiatan Masyarakat)   👉 Tdk seluruh daerah di Pulau Jawa - Bali diberlakukan PPKM.   👉 Yg total cmn DKI Jakarta dan 23  kota / kabupaten sj.   Jgn lupa Prokes,   Sambut hr dgn doa &amp; ngopi.  https://t.co/T1sS3KzBtQ","Assalamualaikum Wr Wb, Selamat Pagi sedulur, memo PSBB diganti PPKM (Program Pembatasan Kegiatan Masyarakat) backhand_index_pointing_right Tdk seluruh daerah di Pulau Jawa - Bali diberlakukan PPKM. backhand_index_pointing_right Yg total cmn DKI Jakarta dan 23 kota / kabupaten sj. Jgn lupa Prokes, Sambut hr dgn doa &amp; ngopi. https //t.co/T1sS3KzBtQ","Assalamualaikum Wr Wb, Selamat Pagi sedulur, memo PSBB diganti PPKM (Program Pembatasan Kegiatan Masyarakat) backhand_index_pointing_right Tdk seluruh daerah di Pulau Jawa - Bali diberlakukan PPKM. backhand_index_pointing_right Yg total cmn DKI Jakarta dan 23 kota / kabupaten sj. Jgn lupa Prokes, Sambut hr dgn doa &amp; ngopi. https //t.co/T1sS3KzBtQ",assalamualaikum wr wb selamat pagi sedulur memo psbb diganti ppkm program pembatasan kegiatan masyarakat backhandindexpointingright tdk seluruh daerah di pulau jawa  bali diberlakukan ppkm backhandindexpointingright yg total cmn dki jakarta dan   kota  kabupaten sj jgn lupa prokes sambut hr dgn doa amp ngopi   tcot ss kzbtq,"['assalamualaikum', 'wr', 'wb', 'selamat', 'pagi', 'sedulur', 'memo', 'psbb', 'diganti', 'ppkm', 'program', 'pembatasan', 'kegiatan', 'masyarakat', 'backhandindexpointingright', 'tdk', 'seluruh', 'daerah', 'di', 'pulau', 'jawa', 'bali', 'diberlakukan', 'ppkm', 'backhandindexpointingright', 'yg', 'total', 'cmn', 'dki', 'jakarta', 'dan', 'kota', 'kabupaten', 'sj', 'jgn', 'lupa', 'prokes', 'sambut', 'hr', 'dgn', 'doa', 'amp', 'ngopi', 'tcot', 'ss', 'kzbtq']","['assalamualaikum', 'wr', 'wb', 'selamat', 'pagi', 'sedulur', 'memo', 'psbb', 'diganti', 'ppkm', 'program', 'pembatasan', 'kegiatan', 'masyarakat', 'backhandindexpointingright', 'tidak', 'seluruh', 'daerah', 'di', 'pulau', 'jawa', 'bali', 'diberlakukan', 'ppkm', 'backhandindexpointingright', 'yg', 'total', 'cmn', 'dki', 'jakarta', 'dan', 'kota', 'kabupaten', 'sj', 'jangan', 'lupa', 'prokes', 'sambut', 'hr', 'dgn', 'doa', 'amp', 'ngopi', 'tcot', 'ss', 'kzbtq']","['assalamualaikum', 'wr', 'wb', 'selamat', 'pagi', 'dulur', 'memo', 'psbb', 'ganti', 'ppkm', 'program', 'batas', 'giat', 'masyarakat', 'backhandindexpointingright', 'tidak', 'seluruh', 'daerah', 'di', 'pulau', 'jawa', 'bal', 'laku', 'ppkm', 'backhandindexpointingright', 'yg', 'total', 'cmn', 'dki', 'jakarta', 'dan', 'kota', 'kabupaten', 'sj', 'jangan', 'lupa', 'prokes', 'sambut', 'hr', 'dgn', 'doa', 'amp', 'ngopi', 'tcot', 'ss', 'kzbtq']","['assalamualaikum', 'wr', 'wb', 'selamat', 'dulur', 'memo', 'ganti', 'batas', 'giat', 'masyarakat', 'backhandindexpointingright', 'daerah', 'pulau', 'jawa', 'backhandindexpointingright', 'total', 'cmn', 'dki', 'jakarta', 'kota', 'kabupaten', 'lupa', 'prokes', 'sambut', 'doa', 'ngopi', 'tcot', 'kzbtq']",assalamualaikum wr wb selamat dulur memo ganti batas giat masyarakat backhandindexpointingright daerah pulau jawa backhandindexpointingright total cmn dki jakarta kota kabupaten lupa prokes sambut doa ngopi tcot kzbtq,positif
Bodoamat sama psbb penting bisa kerja kalau udah selesai psbb langsung gas bandung &amp; jakarta pokoknya 🤣🤣,Bodoamat sama psbb penting bisa kerja kalau udah selesai psbb langsung gas bandung &amp; jakarta pokoknya rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Bodoamat sama psbb penting bisa kerja kalau udah selesai psbb langsung gas bandung &amp; jakarta pokoknya berguling-guling di lantai tertawa berguling-guling di lantai tertawa,bodoamat sama psbb penting bisa kerja kalau udah selesai psbb langsung gas bandung amp jakarta pokoknya bergulingguling di lantai tertawa bergulingguling di lantai tertawa,"['bodoamat', 'sama', 'psbb', 'penting', 'bisa', 'kerja', 'kalau', 'udah', 'selesai', 'psbb', 'langsung', 'gas', 'bandung', 'amp', 'jakarta', 'pokoknya', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['bodoamat', 'sama', 'psbb', 'penting', 'bisa', 'kerja', 'kalau', 'udah', 'selesai', 'psbb', 'langsung', 'gas', 'bandung', 'amp', 'jakarta', 'pokoknya', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['bodoamat', 'sama', 'psbb', 'penting', 'bisa', 'kerja', 'kalau', 'udah', 'selesai', 'psbb', 'langsung', 'gas', 'bandung', 'amp', 'jakarta', 'pokok', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['bodoamat', 'selesai', 'gas', 'bandung', 'jakarta', 'pokok', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa']",bodoamat selesai gas bandung jakarta pokok bergulingguling lantai tertawa bergulingguling lantai tertawa,positif
bali is just a ✨magical escape✨ yall don't deserve and psbb is the ✨cure✨ the gov is giving just to keep our mouths shut about it.,bali is just a sparkles magical escape sparkles yall don't deserve and psbb is the sparkles cure sparkles the gov is giving just to keep our mouths shut about it.,bali is just a sparkles magical escape sparkles yall don't deserve and psbb is the sparkles cure sparkles the gov is giving just to keep our mouths shut about it.,bali is just a sparkles magical escape sparkles yall dont deserve and psbb is the sparkles cure sparkles the gov is giving just to keep our mouths shut about it,"['bali', 'is', 'just', 'a', 'sparkles', 'magical', 'escape', 'sparkles', 'yall', 'dont', 'deserve', 'and', 'psbb', 'is', 'the', 'sparkles', 'cure', 'sparkles', 'the', 'gov', 'is', 'giving', 'just', 'to', 'keep', 'our', 'mouths', 'shut', 'about', 'it']","['bali', 'is', 'just', 'a', 'sparkles', 'magical', 'escape', 'sparkles', 'yall', 'dont', 'deserve', 'and', 'psbb', 'is', 'the', 'sparkles', 'cure', 'sparkles', 'the', 'gov', 'is', 'giving', 'just', 'to', 'keep', 'our', 'mouths', 'shut', 'about', 'it']","['bal', 'is', 'just', 'a', 'sparkles', 'magical', 'escape', 'sparkles', 'yall', 'dont', 'deserve', 'and', 'psbb', 'is', 'the', 'sparkles', 'cure', 'sparkles', 'the', 'gov', 'is', 'giving', 'just', 'to', 'keep', 'our', 'mouths', 'shut', 'about', 'it']","['just', 'sparkles', 'magical', 'escape', 'sparkles', 'yall', 'dont', 'deserve', 'sparkles', 'cure', 'sparkles', 'gov', 'giving', 'just', 'keep', 'our', 'mouths', 'shut', 'about']",just sparkles magical escape sparkles yall dont deserve sparkles cure sparkles gov giving just keep our mouths shut about,netral
@ngalammenfess Percuma sih wong ate psbb pasti ga isa kemana²,Percuma sih wong ate psbb pasti ga isa kemana²,Percuma sih wong ate psbb pasti ga isa kemana²,percuma sih wong ate psbb pasti ga isa kemana,"['percuma', 'sih', 'wong', 'ate', 'psbb', 'pasti', 'ga', 'isa', 'kemana']","['percuma', 'sih', 'wong', 'ate', 'psbb', 'pasti', 'tidak', 'isa', 'kemana']","['percuma', 'sih', 'wong', 'ate', 'psbb', 'pasti', 'tidak', 'isa', 'mana']","['ate', 'isa']",ate isa,negatif
Giat thunder patrol 3 pilar Menyampaikan himbauan sosialisasi psbb  https://t.co/v7cvl307hZ,Giat thunder patrol 3 pilar Menyampaikan himbauan sosialisasi psbb https //t.co/v7cvl307hZ,Giat thunder patrol 3 pilar Menyampaikan himbauan sosialisasi psbb https //t.co/v7cvl307hZ,giat thunder patrol   pilar menyampaikan himbauan sosialisasi psbb   tcov cvl hz,"['giat', 'thunder', 'patrol', 'pilar', 'menyampaikan', 'himbauan', 'sosialisasi', 'psbb', 'tcov', 'cvl', 'hz']","['giat', 'thunder', 'patrol', 'pilar', 'menyampaikan', 'himbauan', 'sosialisasi', 'psbb', 'tcov', 'cvl', 'hz']","['giat', 'thunder', 'patrol', 'pilar', 'sampai', 'himbauan', 'sosialisasi', 'psbb', 'tcov', 'cvl', 'hz']","['giat', 'thunder', 'patrol', 'pilar', 'himbauan', 'sosialisasi', 'tcov', 'cvl', 'hz']",giat thunder patrol pilar himbauan sosialisasi tcov cvl hz,positif
Sidoarjo PSBB?? Itu tandanya harus kabur ke Jember😂😂😂,Sidoarjo PSBB?? Itu tandanya harus kabur ke Jember face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Sidoarjo PSBB?? Itu tandanya harus kabur ke Jember wajah dengan air mata sukacita wajah dengan air mata sukacita wajah dengan air mata sukacita,sidoarjo psbb itu tandanya harus kabur ke jember wajah dengan air mata sukacita wajah dengan air mata sukacita wajah dengan air mata sukacita,"['sidoarjo', 'psbb', 'itu', 'tandanya', 'harus', 'kabur', 'ke', 'jember', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita']","['sidoarjo', 'psbb', 'itu', 'tandanya', 'harus', 'kabur', 'ke', 'jember', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita']","['sidoarjo', 'psbb', 'itu', 'tanda', 'harus', 'kabur', 'ke', 'jember', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita', 'wajah', 'dengan', 'air', 'mata', 'sukacita']","['sidoarjo', 'tanda', 'kabur', 'jember', 'air', 'sukacita', 'air', 'sukacita', 'air', 'sukacita']",sidoarjo tanda kabur jember air sukacita air sukacita air sukacita,netral
