text,sentiment
@alvinrio_1501 Hari ini psbb?,netral
"selamat hari pertama psbb, semoga cepat berlalu yaa.Hati hati dijalan😊",positif
Mulai psbb nih ya,netral
"@icyjaemn Iya sih, tp lagi psbb 😭",negatif
"Psbb semarang raya, aku seng mumet sirahe. 🥴",negatif
Psbb 2.0,netral
"@Harian_Jogja Yaa yaa yaaa, setelah mleduk kasusnya dan setelah ada PSBB kan ya? Pas taun baru, mumpung taun baru juga kan ya?? Makanya tidak locked down pun disambut baik kan ya..? Sipp dab!",netral
@pretzelica sie müssen auch auf Ihre Gesundheit achten icak kocak.  Ab heute ist die PSBB in Solo Raya implementiert 🤩✨,netral
"selamat hari raya PSBB, bagi yang menjalankan.  https://t.co/vPkK8aZEk0",positif
"@PutraWadapi @aniesbaswedan Karena PSBB terlalu melekat ke Pak Anies, eh ganti ke PPKM.",netral
"Bangun bangun, ayok kita PSBB",positif
Selamat menempuh psbb,positif
Day one of PSBB Are you ready?,netral
@vamos_affandy PSBB tai a,negatif
"Psbb dalan jam 10 bengi wes sepi  Di ati"" ges, delok spion kanan kiri, mencurigakan rodok banteran ges  ......   PSBB ruang gerak rakjel terhempit ketika malam hari bekerja, yang buat aturan lebih cingta kopet  Liat aja kriminal habis ini kedenger lagi...",positif
Psbb   Mau balik rumah sendiri   Bisa,netral
"Pulau jawa PSBB lagi , akhirnya aku memutuskan main cupang aja  https://t.co/hb0SYAjHCv",positif
"Pemprov DKI Jakarta kembali menerapkan Pembatasan Sosial Berskala Besar (PSBB), selama penerapan tersebut aturan ganjil genap belum berlaku.  https://t.co/giibVSDRuf",positif
@jokoanwar Yuk piknik sebelum PSBB✨,positif
PSBB (atau apalah namanya) hari pertama: daerah rumah (Surabaya) itungannya jauh lebih sepi dr biasanya. Begitu mendekat ke arah kantor (Taman) lha kok malah rame😅di Bungur malah lebih rame dr biasanya🤔,positif
@saviraaly Ya ampoonn.. pukpuk.. ga kena psbb a kantor mu?,netral
Selamat hari senin dan selamat ber psbb ria,positif
"selamat pagi, teman-temin. siapa yang hari ini WFH? semangat terus yaaa yang daerahnya lagi PSBB kembali!",positif
"Pengumuman Harap di perhatikan dengan seksama Sehubungan ada peraturan PSBB jawa bali,maka dgn ini kita sampekan per tgl 11-25 januari 2021,jam operasional spa 09.00-19.00 (last order) Demikian pengumuman ini dibuat,dan harap maklum Tetep perketat protokol kesehatan #AvailJogja  https://t.co/cuV90CFE2V",positif
Gue kira kepagian ternyata lagi PSBB yg masuk cuma 25% aja berasa aneh banget dikantor developer cuman seginian.,positif
"Hari Ini Jakarta Kembali Terapkan PSBB, Bagaimana dengan Aturan Ganjil Genap?  https://t.co/ZsCeFgdCXF",positif
@aisjuice ya karena ada perubahan jadwal di kala psbb😌,negatif
psbb day one ttp ramai,netral
"Apa PPKM? Wis sakarepmu. Dari dulu Indonesia emang sering ganti-ganti singkatan. Dari mulai PMP, PPKN, PKN mbuh. UMPTN, SPMB, SNMPTN.   Bedanya PSBB sama PPKM iki opo?",netral
Inspo event virtual buat sobat event organizer selama psbb  https://t.co/OQmEArV5Fw,netral
Psbb versi lite dimulai,netral
"Semangat Pagi Semesta Indonesia, semangat jalanin PSBB nya hari ini yah, nggak tahu juga apakah ini akan efektif dan ada beda dengan hari Senin Minggu lalu , yg penting kitanya aja yg disiplin terapkan Protokol Kesehatan, tetap pakai masker, cuci tangan dan menjaga jarak  https://t.co/B2m4shFJua",positif
"Aku termasuk yang masih ada keluar rumah untuk beli beberapa keperluan krn dirumah cuma aku yg bisa anter mama kemana mana, tapi aku prihatin bgt kalau liat kadang temen aku meet up no masker, jalan santai setiap hari nongkrong, apa gabisa kita psbb lahi aja DOA itu sedih bgt:(((",negatif
Mari kita wfo till psbb ini berakhir 🙂,netral
"Tolong sampaikan ini kepada pembuat acara di telepisi indo Look at this opening, say sorry dulu doang trs dikasih penjelasan dll, seketat itu psbb disana, ga bosen buat bilang Na PD tuh keren kalo bikin acara 👏👏👏👏👏 #YounStay  https://t.co/rzaPoaPiCL",positif
"Ada alternatif ke Lampung,Banjarmasin,Pontianak... Ayo Traveling....via Patimban Subang Tapi Nanti ya selesai PSBB",netral
@cindypramithaaa Balik mung pas Klaten psbb,netral
"@mrbhoncu Belum pernah ngalamin psbb, gatauu bang kaya gimanaaa",netral
Udh mulai psbb lg klo pngn ngewe di hotel gmn yah  ????,netral
Yo corona Yo psbb Yo merapi  Yo merindukanmu juga Semoga semua dilindungi#lovemonday,netral
"@Afutami Apalagi yg tinggal di kabupaten ini psbb hanyalah psbb. Satgas ga keliatan, yg ga make masker juga ya sebodo amat. Sedih banget ya tuhaaannn",negatif
"Pernah ngalami PSBB di Jakarta beberapa waktu lalu, tp apakah ketentuannya sama spt yg akan ditarapkan di Jogja? Ditunggu ya, tetap kalem",netral
psbb gue mau nonton mugen train di manaaaa hngggg bioskop juga tutup🙄🙏🏻,netral
@tempodotco PSBB ga serius banyak kelonggaran,negatif
@nctzenbase Bali psbb nder jadi :  https://t.co/1p0bIxDIfL,netral
"Gubernur Koster mengeluarkan Surat Edaran (SE) Nomor 01 Tahun 2021 tentang Pelaksanaan Kegiatan Masyarakat Dalam Tatanan Kehidupan Era Baru di Provinsi Bali, terkait PSBB Jawa-Bali.   https://t.co/I37j5cFbG6",positif
Pemerintah memberlakukan PSBB Lebih ketat khusus Daerah Jawa- Bali dr 11 - 25 Januari 2021 Berikut 5 point Peraturan nya  https://t.co/lkWzJjhn8H,positif
"Akibat kebijakan PSBB yg tergolong terlambat, tapi mau gimana lagi maju kena mundur kena...xixiixxixi Lawannya juga Sinyonya tua. Ndak papa namanya juga pertandingan...",negatif
@MuhadklyAcho PSBB Final Revised,netral
Lebih percaya bakal nimbulin efek PSBB kalau konsepnya kaya waktu pertama kali banget PSBB. Sedangkan yang sekarang? Haaa 😅,netral
"Org lain mah psbb teh mau wfh, di sy mah yg ada jam kerja balik lg ke normal 😂😂😂😭 udah enak2 masuk jam 9 pulang jam 4, eh balik ke masuk jam 8 pulang jam 5 👍😭",negatif
@MuhadklyAcho Psbb kayak fast&amp;furious,netral
"psbb jawa-bali mulai tanggal 11, tgl 11 osce juga ini gimana si gaje bgt osce kaga jadi jadi🥲",negatif
@Santzjs PSBB: Pagi Pagi Sarapan Bubur Bersama 😁😁,netral
Yogya Siapkan Regulasi PSBB  https://t.co/RLg4ATkrwr,positif
Misi PDKTmu yokpo? Mariki wes PSBB maneh lhoh.,netral
"Tanggal 10 ke semarang tanggal 11 semarang diberlakukan psbb ketat hahah untung aku uas jadi gapapa kalau gabisa main,kayanya :)",positif
Smalem mimpi masuk kantor. Pas bangun inget oh iya PSBB lagi. Jadi yaudh lah,netral
"Tgl 11 sleman psbb, bisa pulang gak ya ?ya kali di makassar sampai tgl 25 njim",netral
POPULER NASIONAL Reaksi Politisi soal Risma Blusukan | PSBB Jawa-Bali 11-25 Januari 2021   https://t.co/IB7GaViUUV,netral
Jadi gimana aku nonton kimetsu kalau mau lagi psbb? 😫 nungguin 1 tahun padahal shsnsh,negatif
@tirta_hudhi @AdamPrabata Dok @tirta_hudhi  psbb klo naik pswt k luar prov pengaruh gk dok,netral
"bertani, persiapan (yg katanya) PSBB  https://t.co/DjlxwxkbZd",netral
"@Afutami Pemerintah kan pengennya ekonomi jalan terus, makanya PSBB nggak diberlakukan jelang Natal Tahun Baru kemarin, lha wong spending masyarakatnya gede-gedean di situ. Diterapkan setelah liburan, supaya memperkecil penularan dari mereka yang kemarin abis jalan-jalan.",positif
psbb Jawa Bali????? anjing sih tahun baru sosoan ke Bali,negatif
"@DKIJakarta @mkusumawijaya @DinsosDKI1 @KemensosRI @aniesbaswedan @BangAriza Bansosnya diambil, karantina mah kagak. Nongkrong2 sambil mikirin kerjaan yang ga ada karena PSBB.  Dan everyone knows, idle mind is the devil's workshop.  Semoga rumah kita aman dari rampok.",positif
"@Fauzy_30_ yaaa, diera psbb kek gini mau gmn lagi? nanjak rem tangan lagi? wkwkwk makin mati kalo ngangkat rem tangan, kemungkinan teater ya gitu, ambil 1 show jam 12 atau 1 show weekday jam 4, 2 show ya jam 12 sama jam 4, itu kemungkinan yang bisa terjadi, walau susah juga",netral
"2021 tida bole ada psbb atau lokdon lagi. 2021 kita sama sama membangun ekonomi supaya tumbuh lagi, yang mati ya anggap aja collateral damage. rakyat gali kubur sendiri negara tinggal ngeprokin.",negatif
Tanggung psbb lock down lebih best 🙂☕,netral
𝙱𝚊𝚛𝚞 𝚓𝚞𝚐𝚊 𝚖𝚘 𝚔𝚎 𝙱𝚊𝚕𝚒 𝙴𝚎𝚎𝚎𝚎𝚎𝚎𝚎 PSBB,netral
Belajar pagi menyambit PSBB :)    https://t.co/YjI08W6E3c,positif
"[cm] gais, psbb 11 January mendatang di jawa-bali Kira2 berdampak sama transports umum nya gaya... Mau ngambil data penelitian jd bingung soalnya keluar kota:( makaasih sebelum nya yang udah jawab....",netral
Berita bisnis sepanjang 6 Januari 2021 dimulai dari respons Sri Mulyani akan rencana pemerintah menerapkan PSBB di Jawa Bali.  https://t.co/Bfw4HMvX9a #TempoBisnis,positif
Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menjelaskan Pembatasan Sosial Berskala Besar (PSBB) mulai 11-25 Januari 2020.  https://t.co/50qUTgYky8 #TempoBisnis,positif
𝙰𝚙𝚊?  PSBB 𝚖𝚊𝚗𝚒𝚗𝚐???,netral
Klo PSBB beneran @IBLindonesia mundur lg dong .. Hiks 🥴,netral
"@IndonesiaGaruda  @GarudaCares  hallooo admin. Mengingat hampir semua wilayah di Inodensia PSBB pada periode 11-25, apakah garuda tetap melakukan penerbangan? Kebetulan saya ada penerbangan dari Jakarta ke Pekanbaru pada tanggal 16 Jan 2021. Terimakasih.",netral
@MuhadklyAcho Normal New Normal PSBB Transisi PSBB PSBB Lebih Ketat PSBB Lebih Ketat Lagi Dikit PSBB Beneran Ketat PSBB terbaru  PSBB terbaru fix  PSBB terbaru dari yang baru PSBB terbaik  PSBB terbaik dari yg plg baik PSBB terdasyat  PSBB fix terdasyat . .  Kiamat,negatif
"Opo seng onok ng pikiranmu lek krungu ""PSBB"" ?",netral
Mana ada berita PSBB Jawa-Bali. Sabar aja deh ya kita:),positif
@citrarng makanyaaaa. it's like they doesn't learn! half-hearted measure itu cuma bakal bikin parah kayak pas PSBB pertama  hadeeeuuuhhh,netral
"Lah urung sido ning wonosobo malah ndang PSBB meneh, hrs marah sm siapa nih",negatif
psbb mulu kaga ada abisnya,negatif
"3/ Yang demo ya demo, cukacuka lodeh)  Justru yg serius karantina jadi pariah alias orang aneh.  Kencangkan ikat pinggang guys. 2021 akan lebih suram lagi dari 2020  sy menyarankan: hentikan PSBB, karantina untuk mereka yg sakit dan beresiko tinggi, dan perketat prosedur COVID.",negatif
Solo di PSBB kiro kiro aku iso dolan ra yo😂😂😂,positif
banyumas rasa psbb ? delay lagi cutinya dong :),netral
"berhubung PSBB, event di kendal tanggal 16 minggu depan kayaknya bakalan batal??",netral
"Ketentuan PSBB Solo: Pasar Tradisional Tetap Buka, 75% ASN Bekerja Dari Rumah  https://t.co/nTwj9afRBQ via @nusadotone #berita #beritanasional #beritaterkini",positif
@haicywho jelas sja di batu mlg xixixi ku jga pen kesana hikd tp psbb lgi,netral
@bdngfess Bermula dari PSBB 2 minggu malah keterusan sampe 2021😭,negatif
@PT_Transjakarta hi... untuk PSBB yg mulai tgl 11-25Jan akan beroperasi normal atau ada pembatasan jam?,netral
"Enih banyak yang takut ekonomi turun lagi grgr psbb...   Gini gini, ekonomi tu bisa dibangkitkan tapi orang mati gabisa dibangkitkan. Pemerintah gabisa edotensei tolong.",negatif
"@cahyadiargo Bali semrawut Go, gw berharap banyak sama PSBB tgl 11 ini biar pada tertib, apalagi bule2 yg di Canggu dan Ubud.",positif
PSBB already have won @Liga1Match 2020. Please don’t let them win 2021 also! @pssi @pt_lib @DivHumas_Polri  Cc: @jokowi @BudiGSadikin   #AyoMainLagi,positif
psbb tgl 11 yaa? mau tanya buat dine in masih boleh gak?,netral
“PSBB lagi sebel deh padahal pengen ke Bali”  Bantuin ema lu noh benerin kunci pintu kamarnya selek,negatif
Yo kompak psbb yo... Mbuh hasil pie sek penting manut disik.. Mosok meh setaun ra tau manut raiso ngampet...diniati apik Ben hasil yo apik..,positif
"@yulian444s @PartaiSocmed Bukan bikin kebijakan, bikin singkatan, biar keliatan ada progress kerja. “Oh PSBB gagal, kita coba PPKM” Padahal isinya itu itu aja 🤣🤣🤣🤣",positif
"DIY Resmi Terapkan PPKM Pengganti PSBB, Seperti Ini Pelaksanaannya |  https://t.co/KToyejp7vz  https://t.co/Czb62pJ3jF",positif
PSBB kembali diberlakukan. Untuk Pulau Jawa dan Bali tanggal 11-25 Januari 2021. Kedisiplinan masyarakat untuk melaksanakan 3M dan mentaati Prokes akan percepat penurunan angka kasus #COVID19. #PSBBUntukKitaSehat #BersatuLawanCovid19  https://t.co/lbVos3e2kq,positif
"@adjisdoaibu “PSBB lagi sebel deh padahal pengen ke Bali”  Lemari lu noh kudu diganjel kertas, baru bisa nutup rapet.",negatif
Psbb maning. Lieur euy,negatif
@BaliUtdForever PSBB juara Liga 1 2020...please don’t let them win Liga 1 2021 also,positif
Psbb pasihan sorabi bari badag atulah 😒🥺🥺,negatif
@JAK101fm Tahun kmrn kenalan di socmed krn psbb di bulan april eh dilamar agustus ehhh desember dinikahin. Alhamdulillah pas resign eh dpt jodoh. #sarapanseru,netral
"Bismilla Baru bisa masuk kerja hri iki Tanggal 11 PSBB lanjut kerja ngak yoo kira""",positif
"Infonya PSBB lagi yah?? Berikut beberapa info untuk PSBB Jawa Bali 11-25 Januari 2020 ini, Penerapan pembatasan secara terbatas dilakukan Provinsi di Jawa dan Bali.  Gak masalah PSBB, yang penting kamu mah Never Say Good Byeeeee #PSBBuntukKitaSehat  https://t.co/9tzcnyxjOt",positif
@FWBESS Jogja masih psbb 😣,negatif
@CommuterLine Min mau tanya dong untuk jadwal untuk PSBB Jawa-Bali gimana?,netral
@MyZahra6 🤣 saya trading akun masih rugi tipis gara2 kena stoploss psbb tapi investing kan ga kena cl sekarang untung gede jauh melebihi rugi trading. Kadang aktif trading kena shake bandar lho. 🤣,netral
PSBB Berlaku di DKI dan 23 Kabupaten/Kota  https://t.co/kIo0ubol8u  https://t.co/vsIG0iIWO3,positif
@gerydika I'm good...ayo agendain brsama @kenangaputrii dan @ranidwiu sebelum psbb 🥺,positif
"Radar Jogja - Ketersediaan Tempat Tidur Covid-19 Kritis, PSBB Ideal di Sleman  https://t.co/NZxv6KHlHE",negatif
"All or nothing. Kalo masih main2 dengan PSBB, mending buka aja semua sekalian. Kayak jepang Perkuat keuangan rumah sakit, pebanyak nakes dan bed.  Dan perbanyak kuburan.   https://t.co/0XgPAnzkyz  Bioskop menjadi salah satu bisnis yang paling terimbas oleh pandemi COVID-19.",negatif
Sebuah utas mengenai isolasi mandiri dr @febrinasugianto. 🤗 #isolasimandiri #COVID19 #PSBB,positif
"Engga itu, yang katanya mau PSBB Jawa - Bali. Tanggalnya ditentuin, emang udah janjian ama si covid?",negatif
Aku kok deg2an. Yg udah ngalamin PSBB share dong pengalamannya. Gak kebayang jam 7 udah hrs tutup warung.,positif
"@Ameeranti Jakarte nih! Yang nggak mungkin aja didiamkan pemda dki dimasa perpanjangan psbb covid-19,  mereka gelandangan berkeliaran apalagi dijalan protokol. Gaya walikota nggak laku di jakarta mbok!",negatif
Kota Cirebon Tidak Terapkan PSBB pada 11 – 25 Januari 2021   Selengkapee &gt;&gt;  https://t.co/F7Da0lUomY,negatif
"@drpriono1 @kholil78 @tirta_hudhi @KemenkesRI @BudiGSadikin Tu si bunglon @tirta_hudhi  makin eksis Bae kang @Partono_ADjem ampun dah 🤭.  Apa perlu guwa runut sikap nya dari awal pandemi, PSBB jkt hingga holywings ?",negatif
@bdngfess Watir euy salaki aku ojol kena imbasna krn orderan jd sepi psbb mah:(,negatif
"Hanya Bodebek dan Bandung Raya yang Masuk PSBB, RK Sebut Harusnya Ada Daerah Lain yang Menerapkan  https://t.co/bd7TrML2j6",positif
Apa bedanya PPKM dengan PSBB apa cuma beda nulis tapi intinya sama,netral
"Still thinking whether I really have to visit Jakarta in the last week (just a day after PSBB ends) for a cousin’s wedding. Of course I’d looove to witness the very happy day, but current Covid situation is getting worse.",positif
@bdngfess udah terlalu biasa dgn kata PSBB jadi fine fine aja!,positif
"Gimana angka jumlah pasien covid gak turun""tempat pariwisata di promosikan terus PSBB diberlakukan setelah liburan tahun baru,...kalo pun mau sebelum liburan tahun baru.ya iya orang setelah pada liburan ngajedok d rumah cz duitnya udah hbs dipake liburan, Yg goblok tuh sapa ya🙄",positif
"@marlina_idha @inoengsyoekoer Sehrsny Pemerintah jlnkan PSBB Jawa Bali awal Des 2020 sblm Pilkada serentak &amp; liburan nataru. Politik kekuasaan, dilonggarkan pd saat ada kepentingan penguasa, trs sekrg diketati pd saat sdh parah dn bnyk korban. lets be smart people.",negatif
Wagub Emil Dardak Jelaskan PPKM Berbeda dengan PSBB  https://t.co/L4GC72cnAd,netral
Semoga hari ini dapet congrats kerjaan ga ada hambatan gra² psbb lagi🤗,positif
Postingan Bupati Bojonegoro Soal Rencana PSBB Hilang  https://t.co/EVPHSt2B5u #Bojonegoro #PSBB,negatif
Pemkab Sleman Siapkan Skema Khusus Laksanakan PSBB -  https://t.co/GS9mXngJnx  #INDONESIA,positif
"@PEMKOT_SOLO selamat pagi, untuk PSBB Jawa-Bali apakah untuk Kota Solo masih memperbolehkan anak kost dengan kendaraan pribadi masuk Kota Solo? Terima kasih",positif
@ProfesorZubairi psbb Indonesia atau jabodetabek?,netral
"@kompascom Diskon wisata, goyang ubur2, tdk bertahan di ngr tropis, lockdown, psbb ga jelas, masih byk daftar gagap penanganan, skrg bisnis pariwisata byk yg ambyar, hotel, resto, transport, nah lho",negatif
PSBB dan Tegangan Prioritas Ganda: Kesehatan atau Ekonomi?  https://t.co/suxLK2iek2,netral
Pembatasan Sosial Berskala Besar (PSBB) resmi diberlakukan di Kabupaten Gresik Jawa Timur pada 11 hingga 25 Januari 2021.  https://t.co/B7VNOLS6Ov,positif
"@SINDOnews Harusnya kalo di lakukan psbb pada patuh ya Pemimpinya harus patuh duluan jangan menang sendiri,",positif
@MirshaMN @ilhaamfch @febri_riyann Emg kpn rncana psbb lg ?,netral
"@collegemenfess Mending nanti aja, soalnya belom ada tanda-tanda mau offline. Bahkan mau psbb lagi katanya:(",negatif
@bdngfess ah aku ga psbb ge di imah wae,positif
"@VIVAcoid Ancen gt kok, pandemi kan sudah 10 bulan. Pola dll kan sudah jelas Bu  Masa iya pola pemerintahan selalu sama, psbb aja andalannya.",positif
"@roselineazzahra Never ending Series of PSBB! Solusi gak ada, cuma judulnya aja yg diganti. Rakyat dah pusing. PHK dimana2, nyari makanpun sulit. Yg punya gaji dr uang rakyat mah ora mumet.",negatif
"Euy katanya mau psbb deui, kumaha tanggapan na daks?",netral
"Kyk kalo artis/high profile positif itu sih bodo amat ya mereka punya asuransi, duit, dll sehingga probabilitynya lebih tinggi lah untuk bisa survive  Yang kasian itu ya kyk pedagang pasar gtgt, udah blm tau bsk ada uang dari mana krn psbb lg, pelayanan publik buruk, gmn coba 😔",negatif
"Jam Operasional Tempat Usaha dan Wisata akan Dibatasi, Perkantoran Kembali WFH   https://t.co/WzP6oGOMrc  #COVID19 PSBB #PSBBUntukKitaSehat #coronavirus #WFH #sumedang #jabar",positif
"Bukan PPKM, Ketua Banggar DPR Minta Pemerintah Pilih PSBB Total  https://t.co/Gp9aVihq0f",positif
Info kesibukan? Ben aku nek psbb ndue kegiatan,positif
"Org umur 22 ud pada pamer nikah 😑 Aku 22 msh harus pusing ngurus progres biar tetep di jalur, sama ngurus ptoyek yg bentar lg kena psbb",netral
Ini Instruksi Gubernur Daerah Istimewa Yogyakarta Turunan Inmendagri PSBB Jawa-Bali  https://t.co/EnMLOikV1u via @tribunjogja,positif
@Afutami Menunggu kata lain dari PSBB,netral
"@tempodotco Rakyat maning yg salah. Pdhl dah 10bln sabar dirumahaja, prusahaan2 collaps, bnyk phk. Hasilnya? taun baru psbb perpanjang lg. Giliran rakyat liburan, dihujat gak prokes, pdhl cm difoto. Disalahin lg, lonjakan kopit krn liburan. Giliran mrk punya hajat aman.",negatif
"@hatihatiditwt yahh ga rame, padalal bandung munpung belum psbb total lagi. ga jadi dapet tontonan",positif
@TradingDiary2 @muhiqbalr Berita PSBB lagi ni kayanya,positif
"@collegemenfess jawa-bali mo psbb lagi, so mending nanti aja sampe ada info yang lebih jelas. sayang duit nder",positif
lamongan kaga psbb lagi a? biar saldo ovo ku diisi terus sama mama sama ayah heyyy!!,positif
"Ya ginilah kondisi pemimpin kita, bkn kerjasama ma curcol di media... ntar ada yg tersinggung.  Warga jkt aja kl diblg psbb, lokdon, dedeelel lgsg pada ngabur ke kota lain...",negatif
"ada aturan nama nya psbb aja udah lucu, eh ini ada ppkm wkwkwk cc : @fullmoonfolks",negatif
"Bagaimana persiapan menjalani PSBB lagi minggu depan nih?  ~ #SenyumPagi ""Semangat Menyambut Pagi!"" Jam 6-9 pagi w/ Titan!  (((ON AIR))) on Raka 98,8 FM Bandung  https://t.co/tY57T47Twh",netral
"Hmmmm , yauda la ya Minggu depan dah PSBB.",positif
Persiapan PSBB ya,positif
@pengwinningg @juliorus_ Untung Diner Dash nge trend nya uda dulu.. coba sekarang.. tutup udah.. orang PSBB cuma bisa nerima berapa pengunjung per level.. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,negatif
Bauran marketing atau mix marketing membantu kita untuk memperbesar market kita. Gunakan #OfficeCentralCRM untuk mengetahui kesuksesan marketing kita. #OfficeCntral #Indonesia #Crazyrich #ERP #OfficeCentral #PSBB #NewNormal #HR #Akuntansi #CRM #UKM #Entrepreneur #Business...  https://t.co/eMfL9TmUhK,netral
@idtodayco Duta PSBB Dan tidak Peduli HRS @aniesbaswedan,netral
"""PSBB lagi sebel deh padahal pengen ke Bali""   Sabun abis aje masih digabungin",negatif
BISA BISANYA GUE MAU CABUT MALAH ADA PSBB WKWKWKWKWKWKWKWK,positif
"Habis PSBB, terbitlah PPKM.",netral
"@collegemenfess Aku bilangin ya ka, kondisi membaik itu blm tau dan jelas kapan. Orang skrg aja mau psbb jawa bali kan",positif
"DIY ngeluarin kebijakan peraturan PSTKM, lupa entah apa kepanjangannya, mungkin sejenis PSBB tapi istimewa.",positif
@NdaJoesh PSBB Oon!!,negatif
"Ketentuan PSBB Solo: Pasar Tradisional Tetap Buka, 75% ASN Bekerja Dari Rumah  https://t.co/yPMchpV7J2  https://t.co/c9z3J7jHNS",positif
Kesiapan pemerintah daerah dalam pelaksanaan PSBB guna menekan penyebaran virus Covid19  https://t.co/6tCC0DlIYT,positif
"@RRI @wikuadisasmito @RRIPrograma3 PSBB, PPKM, aku pilih Lockdown weekend, yaitu #StayAtHome betul dari Sabtu jam 6-pagi sampé Minggu jam 9-malam, kita coba dulu di DKI selama 10X-weekend.",positif
"Selama PSBB Jawa Bali, Pendatang dari Luar DIY Tak Akan Dicegat, Tapi…  https://t.co/swH0jdaHAU",positif
@kompasiana Lock down apa PSBB BOSS?!“,netral
#AyoMainLagi ada corona trus PSBB bukan berarti ga boleh main kan  https://t.co/MrEODUJUgT,netral
"Sobat Polri, untuk mengatasi rasa bosan dan jenuh saat di rumah menjelang masa PSBB.. yuk kita simak 9 tips di atas!  #Covid-19  https://t.co/VjJvqwb4l5",positif
"@collegemenfess Ngga ada nder, malah bentar lagi mau diadain psbb",positif
Berharap adanya psbb tidak menghambat planning2 tahun ini 😔,negatif
Malang mau PSBB lagi 🙄,positif
"@collegemenfess Enggak, stay safe dirumah aja apalagi ada psbb lagi. Sorry lagi pandemi gini gak online aja kah oprecnya?",positif
"Biar beda, biar gak dibilang mencla-mencle, maka istilahnya bukan PSBB tapi PPKM.  *sak karepmu 😷🙄    https://t.co/Se7HwsA7rb",negatif
CORE menilai penerapan kebijakan PSBB di pulau jawa dan bali dapat menjadi faktor pendorong ekonomi nasional #SemangatMembangunNKRI  https://t.co/vlqc66TZi6,positif
"Morning BSD #IncludeTangsel #AvailSerpong Geser kemana hr ini,  yuk di DP &amp;atur jadwal sblm psbb.  #Tebet #Melawai #Kemang #Gatsu  #Menteng #Thamrin #Gambir #senen #Kemayoran #Manggadua #KelapaGading #Grogol #Cawang  Jakarta area bisa req loc min 2/3Jam. No cod no Nego no Ribet!",netral
Mau k bali tp ko mau psbb,positif
"Pagi ini open semua gate kanal tiket penerbangan, dan semua rate under 500k, wow amazing !!! Dan setelah 14 hari berakhir semua Up To 1000k Yeahhh !!  PSBB = Open Promo 😎😅",positif
@Kennyyssr @abdurrokhim_ @arindasuryo Ora psbb aku yo emoh,positif
"Pengawasan PSBB Pengetatan, Pemprov DKI Turunkan 2 Ribu Anggota Satpol PP  https://t.co/AzoUqn2o8a  https://t.co/w8nMZsohVh",positif
Yg PSBB atau PKM atau apa mana aja ini coba mau liat beneran PSBB atau b aja,positif
"@AbdanSyakuro_ro @abdurrokhim_ @arindasuryo gelak psbb tenan, mangkatke",netral
"Jam malam sampe jam 7 protes, ditambah jadi jam 10 bilangnya “apaji pj walikota”. Giliran dikasi psbb kyk awal bulan 4 teriak pemerintah nda pikir ekonomi rakyat. Lama2 pj walikota jadi raisa alias serba salah.",negatif
"@tirta_hudhi dok itu kan psbb ketat berlaku di bali juga, cuma mau tanya itu di bali cafe elit juga beneran tutup jam 7 malam ? yakin di bali ga ada yang party dok ?",netral
@dhiadelara jd psbb cuma wacana wkwk,negatif
‼️ jual netflix premium antihold ‼️  ✅ 1 bulan sharing 30k private 135  ✅ 3 bln shar 90 prv 330  ⚠️APP LAIN CEK PINNED  murah spotify disney hotstar apple music viu youtube wetv scribd iflix iqiyi amazon prime video hbo go psbb jawa-bali sejeong kim mingyu jjk1 taekook nussa 3,netral
@alv0cado Jawa psbb,netral
@yutauthenticx Oalah aku kira batal gara2 psbb lagi,negatif
@Pratiwihapsarin Psbb 💔,positif
psbb cepet selesai dong,positif
Pengen keluar tapi lupa psbb 🙃,negatif
"@sbyfess wingi papaku pas sehari sebelum psbb teko jawa tengah numpak bis gaatek rapid, tapi mbo maneh wayah psbb ngene:(",negatif
@dhiadelara ga psbb?,netral
"Gara"" PSBB kok yo aku mesti seng di korbanno. Njengg!!",negatif
@Nopnopa02 Psbb bebi,negatif
@Gntfms Gak wes dibuka toh PSBB ? 🤭😁🙏,positif
@mks_fess PSBB lagi,positif
"@CNNIndonesia mending ga usah ada kata psbb ketat dan semacamnya itu deh, cuma ngerusak ekonomi rakyat kecil doang.",negatif
PSBB,positif
@Kachonk79_oyhac Ojo lewat kene psbb kabeh ati ditutup,netral
Kenapa yaa mereka bisa deket padahal lagi PSBB??,netral
@Pikhacu19 samaaak.. kalo gak psbb kita ajak kencan aja yuuk,positif
@jelebgt Psp? Bbm? Lg??? PSBB LAGI????,netral
Boyolali Berlakukan PSBB Denagan Mengerahkan Aparat Gabungan  https://t.co/6zn9Ryd9nU,positif
Jadi mungkin itu si opiniku. Sekian hehehe. Makasih semuanya! Psbb 11-25 januari dan.... ayo jangan memperpanjang situasi ini 😌,positif
"Sek gawe peraturan psbb jano visine pie? Warung"" jam 7 bengi wes kudu tutup, menekan penyebaran corona? Owalah corona metune bengi tok to? wedi ireng barang coronane cuk :v",negatif
